Species	001-00-54-1A_CP05063_L001_taxonomic	001-00-54-2A_CP05063_L001_taxonomic	001-0001-1_CP05063_L001_taxonomic	001-0002-1_CP05063_L001_taxonomic	001-0003-1_CP05063_L001_taxonomic	001-0006-1_CP05063_L001_taxonomic	001-0007-1_CP05063_L001_taxonomic	001-0009-1_CP05063_L001_taxonomic	001-0010-1_CP05063_L001_taxonomic	001-0012-1_CP05063_L001_taxonomic	001-0013-1_CP05063_L001_taxonomic	001-0014-1_CP05063_L001_taxonomic	001-0015-1_CP05063_L001_taxonomic	001-0016-1_CP05063_L001_taxonomic	001-0017-1_CP05063_L001_taxonomic	001-0018-1A_CP05063_L001_taxonomic	001-0018-2A_CP05063_L001_taxonomic	001-0018-3A_CP05063_L001_taxonomic	001-0019-1A_CP05063_L001_taxonomic	001-0019-2A_CP05063_L001_taxonomic	001-0019-3A_CP05063_L001_taxonomic	001-0020-1A_CP05063_L001_taxonomic	001-0020-2A_CP05063_L001_taxonomic	001-0020-3A_CP05063_L001_taxonomic	001-0021-1A_CP05063_L001_taxonomic	001-0021-2A_CP05063_L001_taxonomic	001-0021-3A_CP05063_L001_taxonomic	001-0025-1A_CP05063_L001_taxonomic	001-0025-2A_CP05063_L001_taxonomic	001-0025-3A_CP05063_L001_taxonomic	001-0026-1A_CP05063_L001_taxonomic	001-0026-2A_CP05063_L001_taxonomic	001-0026-3A_CP05063_L001_taxonomic	001-0027-1A_CP05063_L001_taxonomic	001-0027-2A_CP05063_L001_taxonomic	001-0027-3A_CP05063_L001_taxonomic	001-0030-1A_CP05063_L001_taxonomic	001-0031-1A_CP05063_L001_taxonomic	001-0031-2A_CP05063_L001_taxonomic	001-0031-3A_CP05063_L001_taxonomic	001-0032-1A_CP05063_L001_taxonomic	001-0032-2A_CP05063_L001_taxonomic	001-0032-3A_CP05063_L001_taxonomic	001-0033-1A_CP05063_L001_taxonomic	001-0033-2A_CP05063_L001_taxonomic	001-0033-3A_CP05063_L001_taxonomic	001-0034-1A_CP05063_L001_taxonomic	001-0034-2A_CP05063_L001_taxonomic	001-0034-3A_CP05063_L001_taxonomic	001-0035-1A_CP05063_L001_taxonomic	001-0035-2A_CP05063_L001_taxonomic	001-0035-3A_CP05063_L001_taxonomic	001-0036-1A_CP05063_L001_taxonomic	001-0037-1A_CP05063_L001_taxonomic	001-0040-1A_CP05063_L001_taxonomic	001-0040-2A_CP05063_L001_taxonomic	001-0040-3A_CP05063_L001_taxonomic	001-0041-1A_CP05063_L001_taxonomic	001-0041-2A_CP05063_L001_taxonomic	001-0041-3A_CP05063_L001_taxonomic	001-0042-1A_CP05063_L001_taxonomic	001-0042-2A_CP05063_L001_taxonomic	001-0042-3A_CP05063_L001_taxonomic	001-0043-1A_CP05063_L001_taxonomic	001-0043-2A_CP05063_L001_taxonomic	001-0043-3A_CP05063_L001_taxonomic	001-0044-1A_CP05063_L001_taxonomic	001-0044-2A_CP05063_L001_taxonomic	001-0044-3A_CP05063_L001_taxonomic	001-0045-1A_CP05063_L001_taxonomic	001-0045-2A_CP05063_L001_taxonomic	001-0045-3A_CP05063_L001_taxonomic	001-0046-1A_CP05063_L001_taxonomic	001-0046-2A_CP05063_L001_taxonomic	001-0046-3A_CP05063_L001_taxonomic	001-0047-1A_CP05063_L001_taxonomic	001-0047-2A_CP05063_L001_taxonomic	001-0048-1A_CP05063_L001_taxonomic	001-0048-2A_CP05063_L001_taxonomic	001-0049-1A_CP05063_L001_taxonomic	001-0049-2A_CP05063_L001_taxonomic	001-0050-1A_CP05063_L001_taxonomic	001-0050-3A_CP05063_L001_taxonomic	kingdom	phylum	class	order	family	genus	species	strain
Streptococcus_mitis	0.01933	0.0	0.01053	0.02423	0.0	0.0	0.0	0.0	0.0	0.00843	0.0	0.0	0.0	0.0	0.0	0.0046	0.00397	0.01133	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00774	0.0039	0.00239	0.0	0.0	0.0	0.0	0.0	0.01425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01165	0.0	0.00354	0.0	0.01129	0.00664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03706	0.0	0.0	0.0	0.00758	0.01411	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mitis	
Evtepia_gabavorous	0.01432	0.01348	0.00269	0.21938	0.63205	2.05418	0.61553	0.67534	1.199	0.0	0.26683	0.56185	0.96508	0.90989	0.88001	0.48831	0.5129	0.88292	0.85929	0.28939	0.38819	0.0	0.0	0.0	1.15696	0.5035	0.96964	0.0	0.0	0.0	1.1731	0.83625	0.59467	0.81141	0.50114	0.84757	0.74201	0.53715	0.39077	0.88876	0.79749	0.60756	0.63707	0.57451	0.39587	0.5	0.0	0.0	0.0	0.49955	0.29244	0.42492	1.9931	0.98111	0.17146	0.8282	0.52054	0.0	0.0	0.0	0.0	0.0	0.0	0.87793	0.08938	0.85423	0.8323	0.6116	0.7847	1.69689	1.15571	1.15419	0.0	0.0	0.0	0.0	0.0	0.77327	0.88895	0.3191	0.91836	0.39917	0.69266	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_unclassified	Evtepia	Evtepia_gabavorous	
Schaalia_odontolytica	0.01298	0.0	0.0	0.0	0.0	0.00264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02213	0.00615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia_odontolytica	
Lawsonibacter_asaccharolyticus	0.01215	0.0	0.0	0.0	0.0	0.0	0.0	0.0135	0.0	0.02487	0.01615	0.02042	0.0	0.0	0.0	0.0428	0.16751	0.0	0.00124	0.02672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01143	0.02508	0.13139	0.06979	0.11604	0.0	0.00995	0.02326	0.01549	0.0326	0.01309	0.0	0.0	0.12703	0.0	0.0	0.00069	0.0	0.0	0.0	0.00085	0.0	0.00671	0.0	0.29395	0.019	0.00153	0.13467	0.00643	0.0	0.0	0.0	0.0	0.00481	0.0	0.01216	0.00025	0.00804	0.00456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01847	0.0	0.0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Lawsonibacter	Lawsonibacter_asaccharolyticus	
Anaerostipes_hominis	0.01093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01541	0.00241	0.01068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes_hominis	
Clostridium_perfringens	0.01049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_perfringens	
Blautia_producta	0.01007	0.02162	0.08879	0.07212	0.0	0.0	0.0	0.0	0.0	0.0	0.20313	0.24316	0.0	0.00119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20611	0.34321	0.39172	0.0	0.0	0.0	0.0	0.0	0.0	0.07387	0.04054	0.10964	0.03547	0.03575	0.07313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00186	0.0	0.0	0.00304	0.0	0.11959	0.01429	0.0	0.0	0.0	0.0	0.0	0.01195	0.0	0.0	0.0	0.00263	0.0	0.0	0.00639	0.0	0.00176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03209	0.0	0.07281	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_producta	
Veillonella_dispar	0.00938	0.0	0.0	0.34946	0.0	0.0	0.0	0.01798	0.0	1.16625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02451	0.20387	0.0863	0.0	0.07757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00227	0.0	0.0	0.0	0.0	0.00862	0.02503	0.0	0.0	0.0	0.0	0.0	0.0	0.01015	0.00551	0.0	0.0	0.00573	0.00916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00542	0.0	0.01055	0.0	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella_dispar	
Prevotella_buccalis	0.00775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00437	0.0	0.00712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_buccalis	
Methylobacterium_SGB15164	0.00517	0.0	0.0	0.0	0.0	0.00455	0.0	0.07127	0.0	0.0	0.0	0.1094	0.0	0.0	0.0	0.0	0.0	0.0	0.03951	0.01018	0.0	0.0	0.0	0.0	0.01605	0.0032	0.01318	0.0	0.0	0.0	0.0	0.02373	0.04039	0.0	0.0	0.0	0.13657	0.01884	0.02673	0.0041	0.01599	0.01363	0.0	0.0	0.0	0.0	0.00934	0.02195	0.0	0.00354	0.02473	0.0	0.0	0.0	0.12718	0.0277	0.0	0.05039	0.01819	0.05433	0.00806	0.0	0.0	0.0	0.0	0.01214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06069	0.02042	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_SGB15164	
Lachnospiraceae_bacterium_NSJ_29	0.00445	0.07941	0.0	0.00173	0.01155	0.04465	0.02106	0.00224	0.15641	0.0	0.05476	0.05046	0.01749	0.03323	0.01744	0.06581	0.06707	0.09345	0.02972	0.01847	0.00664	0.0	0.0	0.0	0.03682	0.01316	0.03407	0.00066	0.01838	0.01566	0.02009	0.01326	0.01588	0.07055	0.04788	0.05498	0.02343	0.00888	0.0077	0.0112	0.01586	0.00831	0.01109	0.00415	0.00165	0.00426	0.00926	0.01369	0.0	0.00664	0.01228	0.0	0.06582	0.01381	0.01976	0.04037	0.0283	0.00942	0.01145	0.00824	0.00462	0.00017	0.0	0.01033	0.0	0.0086	0.0225	0.00976	0.0105	0.03016	0.03219	0.06887	0.00281	0.00809	0.0	0.0	0.00289	0.00204	0.02729	0.00742	0.038	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium_NSJ_29	
Actinomyces_SGB17163	0.00421	0.0	0.0	0.0	0.0	0.03722	0.0	0.04433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02077	0.00515	0.0	0.0	0.0	0.0	0.00255	0.0	0.09447	0.02416	0.0328	0.07235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00158	0.00197	0.0	0.0	0.0	0.01365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02265	0.0	0.00305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_SGB17163	
Enterocloster_clostridioformis	0.00415	0.0	0.22593	0.0749	0.0	0.0	0.0	0.0	0.0	0.00232	0.02163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39052	0.02441	0.182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Enterocloster	Enterocloster_clostridioformis	
Isoptericola_variabilis	0.00359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044	0.00204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01458	0.01136	0.01048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1785	0.04275	0.11234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01594	0.0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola_variabilis	
Neobittarella_massiliensis	0.00323	0.0	0.01346	0.00105	0.00253	0.01682	0.00057	0.0	0.0	0.0	0.01967	0.0	0.0	0.00715	0.0	0.02126	0.0329	0.01022	0.0	0.0	0.0	0.03011	0.05864	0.03158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01323	0.03229	0.01398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00239	0.01195	0.04033	0.0	0.0	0.0	0.02528	0.0	0.0	0.00143	0.00123	0.0	0.0	0.00075	0.0	0.0	0.0	0.0	0.0	0.0	0.00488	0.0	0.0	0.0	0.00481	0.00452	0.0	0.00087	0.0	0.0	0.0	0.0	0.01052	0.0	0.00559	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Neobittarella	Neobittarella_massiliensis	
Romboutsia_timonensis	0.00317	0.0	0.0	0.0	0.11266	0.09688	0.00338	0.02852	0.0	0.21149	0.0	0.0	0.0	0.0	0.04266	0.4957	0.75845	1.05138	0.10952	0.04213	0.1945	0.09097	0.00338	0.04638	0.6339	0.74675	0.95498	0.30671	0.47586	0.07255	0.01332	0.0452	0.06347	0.05101	0.00957	0.00345	0.12889	0.21254	0.11805	0.05254	0.10984	0.02581	0.06277	0.24502	0.10364	0.07856	0.0	0.0	0.0	0.13584	0.03267	0.06725	0.13449	0.15184	0.0	0.13129	0.13959	0.01042	0.01823	0.07729	0.01195	0.02047	0.0	0.18567	0.55325	0.0	0.15932	0.00884	0.19959	0.06756	0.01873	0.34671	0.0	0.00026	0.0	0.09888	0.04123	0.02037	0.05669	0.00319	0.05019	0.02422	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Romboutsia	Romboutsia_timonensis	
Faecalicatena_contorta	0.00295	0.0125	0.00076	0.0	0.0	0.00079	0.0	0.0063	0.0	0.07132	0.00028	0.00667	0.00585	0.01498	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.04534	0.0246	0.02056	0.03058	0.16524	0.25904	0.0	0.0	0.0	0.0	0.0	0.00017	0.02061	0.03102	0.04524	0.0	0.0	0.0	0.00596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00664	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Faecalicatena	Faecalicatena_contorta	
GGB58233_SGB79883	0.00261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00456	0.00287	0.00214	0.00272	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	GGB58233	GGB58233_SGB79883	
Bittarella_massiliensis	0.00247	0.0	0.0	0.0	0.0	0.00853	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Bittarella	Bittarella_massiliensis	
Hydrogeniiclostidium_mannosilyticum	0.00213	0.0	0.0	0.0333	0.0	0.0	0.0	0.0	0.0	0.0	0.00707	0.0326	0.0	0.0	0.00208	0.0	0.0	0.0	0.00158	0.0	0.0	0.0111	0.0	0.02211	0.01078	0.0	0.01993	0.0	0.0	0.0	0.0	0.0	0.01702	0.0	0.0	0.0	0.00831	0.0	0.0	0.0	0.0074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28001	0.03888	0.10598	0.09941	0.0	0.01275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02734	0.0	0.11518	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Hydrogeniiclostidium	Hydrogeniiclostidium_mannosilyticum	
Dysosmobacter_sp_NSJ_60	0.00198	0.0	0.05894	0.07203	0.0	0.0	0.0	0.0	0.0	0.0	0.01654	0.0033	0.0	0.0	0.0	0.01802	0.00028	0.0	0.0	0.0	0.0	0.00776	0.0	0.00052	0.00097	0.0	0.01517	0.0	0.0	0.0	0.0	0.0	0.00064	0.04201	0.0199	0.0	0.00794	0.02927	0.04652	0.00749	0.07008	0.057	0.02636	0.0	0.0	0.0	0.00898	0.0	0.0	0.0	0.00822	0.0	0.0	0.0	0.03873	0.06786	0.0	0.02085	0.01521	0.0	0.00247	0.0	0.0	0.00691	0.0	0.01846	0.00164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00561	0.01193	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter_sp_NSJ_60	
Lachnoclostridium_edouardi	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_edouardi	
Lacticaseibacillus_rhamnosus	0.00169	0.0	0.0484	0.0	0.43131	0.00367	0.0	0.0	0.0	0.0	0.00295	0.0	0.0	0.0	0.0	0.00861	0.016	0.00235	0.04805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07583	0.0	0.0	0.0389	0.0	0.0	0.0	0.0	0.0	0.00665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_rhamnosus	
Enterococcus_SGB6173	0.0	0.06555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00298	0.0167	0.0	0.0	0.0	0.0	0.04363	0.28619	0.35144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05384	0.00884	0.0	0.0	0.0	0.0	0.00681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08132	0.07553	0.0	0.0	0.0	0.0	0.03278	0.0	0.0	0.0	0.0	0.22987	0.0	0.0	0.0	0.0	0.02605	0.0	0.0	0.0245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00611	0.13833	0.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_SGB6173	
Clostridia_bacterium_UC5_1_1D1	0.0	0.04263	0.0	0.06939	0.0	0.0	0.00671	0.0	0.0213	0.0	0.01348	0.01869	0.39142	0.0	0.00341	0.01916	0.00996	0.0229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01528	0.006	0.01585	0.0	0.00382	0.05787	0.01618	0.014	0.00275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00262	0.0	0.0	0.00315	0.00565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.00221	0.0201	0.01179	0.0	0.0	0.0	0.0	0.00049	0.00672	0.00938	0.0	0.00026	0.01169	0.0	0.00267	0.0	0.0	0.0	0.0	0.02643	0.01594	0.04352	0.02793	0.00549	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia_bacterium_UC5_1_1D1	
Mediterraneibacter_glycyrrhizinilyticus	0.0	0.03136	0.0	0.0	0.00036	0.01573	0.01775	0.0	0.0	0.0	0.02016	0.15237	0.04609	0.04381	0.00044	0.01787	0.005	0.04184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.04679	0.0082	0.00355	0.04596	0.06304	0.01652	0.0	0.0	0.0	0.00968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02914	0.0132	0.01328	0.0	0.0	0.0	0.0	0.01446	0.05267	0.02855	0.00521	0.04935	0.00054	0.02449	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter_glycyrrhizinilyticus	
Anaerotruncus_colihominis	0.0	0.02512	0.0	0.00149	0.0	0.0	0.0	0.0	0.00286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02613	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01596	0.03034	0.09588	0.00029	0.01329	0.0	0.0	0.00706	0.0	0.0	0.01471	0.00545	0.0	0.0	0.0	0.0	0.01531	0.01266	0.0	0.0	0.0	0.0	0.01043	0.17205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01985	0.00272	0.0052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01453	0.0	0.07997	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus_colihominis	
Bifidobacterium_longum	0.0	0.0	28.56763	2.38288	0.0	2.44951	0.48872	0.36369	0.8129	0.0	8.99978	6.5818	3.09068	6.51065	2.52815	4.06396	3.89207	7.80873	1.64148	0.81	1.35347	0.00894	0.0	0.0	7.35657	5.38075	8.60752	0.15297	0.50892	0.39713	11.6471	6.10224	3.82623	1.94327	0.73171	1.68438	0.0	1.38979	0.52482	0.75358	1.84735	0.40165	1.04867	1.97781	1.62517	4.32121	2.31951	4.12174	3.82362	3.53302	4.28059	2.81746	12.88423	14.15562	20.01153	12.49898	10.86202	12.61881	11.08427	8.93068	0.42254	0.35402	0.66814	0.11712	0.40963	0.15514	0.56691	1.42538	0.20604	0.00041	0.0	0.0	3.83451	2.34821	5.61428	6.92279	5.8689	15.14223	13.82201	14.39005	9.53016	0.0	0.0	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_longum	
